"","site","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","tcfm_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","site_type","lat","long"
"312","Bartram’s Garden",1,2024-02-07 09:53:00,2024-02-14 09:10:00,0.75,"REG",1.124,"REG",0.203,"REG",1.561,"REG",3.638,"REG",1.279,"REG",0.282,"REG",0.228,"REG",0.648,"REG",0.285,"REG",0.374,"REG",0.199,"REG",0.064,"REG",0.04,"REG",0.043,"REG",0.048,"LOD",0.091,"REG",0.045,"REG",0.069,"REG",0.133,"REG",0.034,"LOD",0.02,"REG",0.072,"LOD",0.026,"LOD","stationary","39.92896"," -75.212541"
"313","Essington & Mingo",2,2024-02-07 10:05:00,2024-02-14 09:22:00,0.844,"REG",1.213,"REG",0.178,"REG",1.374,"REG",3.609,"REG",1.129,"REG",0.245,"REG",0.232,"REG",0.648,"REG",0.259,"REG",0.483,"REG",0.163,"REG",0.425,"REG",0.044,"REG",0.503,"REG",0.042,"LOD",0.08,"REG",0.041,"REG",0.079,"REG",0.108,"REG",0.031,"LOD",0.009,"LOD",0.092,"REG",0.042,"LOD","stationary","39.90131732"," -75.2250262"
"314","61st & Passyunk",3,2024-02-07 10:10:00,2024-02-14 09:29:00,1.553,"REG",1.989,"REG",0.402,"REG",3.236,"REG",7.18,"REG",2.666,"REG",0.57,"REG",0.232,"REG",1.465,"REG",0.657,"REG",0.805,"REG",0.515,"REG",0.155,"REG",0.049,"REG",0.128,"REG",0.115,"REG",0.203,"REG",0.101,"REG",0.142,"REG",0.299,"REG",0.072,"REG",0.009,"LOD",0.178,"REG",0.069,"REG","stationary","39.91820446"," -75.2085474"
"315","28th & Passyunk",4,2024-02-07 10:40:00,2024-02-14 09:32:00,2.119,"REG",1.369,"REG",0.953,"REG",6.328,"REG",10.769,"REG",5.498,"REG",0.83,"REG",0.238,"REG",2.941,"REG",1.331,"ULOD",1.851,"REG",1.762,"ULOD",0.406,"REG",0.031,"REG",0.6,"REG",0.515,"REG",0.378,"REG",0.351,"REG",0.717,"ULOD",1.207,"REG",0.176,"REG",0.006,"ND",0.958,"REG",0.399,"REG","stationary","39.92061091"," -75.1955879"
"316","28th & Point Breeze",5,2024-02-07 10:52:00,2024-02-14 09:49:00,1.033,"REG",1.067,"REG",0.268,"REG",1.906,"REG",4.274,"REG",1.602,"REG",0.304,"REG",0.214,"REG",0.909,"REG",0.439,"REG",0.555,"REG",0.387,"REG",0.135,"REG",0.031,"REG",0.195,"REG",0.115,"REG",0.109,"REG",0.079,"REG",0.162,"REG",0.266,"REG",0.045,"REG",0.02,"REG",0.219,"REG",0.08,"REG","stationary","39.92624784"," -75.1923165"
"317","25th & Point Breeze",6,2024-02-07 10:58:00,2024-02-14 09:43:00,0.915,"REG",1.285,"REG",0.299,"REG",2.28,"REG",4.779,"REG",1.918,"REG",0.362,"REG",0.252,"REG",0.81,"REG",0.433,"REG",0.491,"REG",0.293,"REG",0.11,"REG",0.031,"REG",0.119,"REG",0.079,"REG",0.098,"REG",0.06,"REG",0.113,"REG",0.192,"REG",0.038,"REG",0.02,"REG",0.139,"REG",0.064,"REG","stationary","39.92771763"," -75.1873965"
"318","Siena Place",10,2024-02-07 11:55:00,2024-02-14 10:17:00,1.093,"REG",0.968,"REG",0.199,"REG",1.379,"REG",3.639,"REG",1.143,"REG",0.236,"REG",0.234,"REG",0.732,"REG",0.374,"REG",0.531,"REG",0.27,"REG",0.144,"REG",0.036,"REG",0.172,"REG",0.061,"REG",0.081,"REG",0.053,"REG",0.109,"REG",0.15,"REG",0.035,"LOD",0.042,"REG",0.173,"REG",0.07,"REG","rotating","39.91118246"," -75.1885003"
"319","26th & Hartranft",9,2024-02-07 11:41:00,2024-02-14 10:22:00,1.384,"REG",0.984,"REG",0.289,"REG",1.961,"REG",4.618,"REG",1.662,"REG",0.299,"REG",0.243,"REG",1.117,"REG",0.746,"REG",0.814,"REG",0.658,"REG",0.177,"REG",0.04,"REG",0.205,"REG",0.139,"REG",0.137,"REG",0.102,"REG",0.279,"REG",0.308,"REG",0.066,"REG",0.009,"LOD",0.472,"REG",0.286,"REG","stationary","39.91327125"," -75.1922011"
"320","61st & Passyunk",3,2024-02-14 09:29:00,2024-02-21 09:40:00,0.759,"REG",1.367,"REG",0.276,"REG",2.26,"REG",4.662,"REG",1.859,"REG",0.401,"REG",0.349,"REG",0.936,"REG",0.383,"REG",0.557,"REG",0.256,"REG",0.241,"REG",0.018,"REG",0.383,"REG",0.054,"LOD",0.115,"REG",0.056,"REG",0.069,"REG",0.14,"REG",0.038,"REG",0.02,"REG",0.092,"REG",0.031,"LOD","stationary","39.91820446"," -75.2085474"
"321","28th & Passyunk",4,2024-02-14 09:32:00,2024-02-21 09:45:00,0.468,"REG",0.334,"REG",0.093,"REG",0.646,"REG",1.541,"REG",0.543,"REG",0.103,"REG",0.099,"REG",0.295,"REG",0.132,"REG",0.174,"REG",0.162,"REG",0.06,"REG",0.013,"REG",0.071,"REG",0.054,"LOD",0.042,"LOD",0.03,"REG",0.083,"REG",0.091,"REG",0.017,"LOD",0.009,"LOD",0.105,"REG",0.048,"LOD","stationary","39.92061091"," -75.1955879"
"322","24th & Ritner",8,2024-02-14 09:38:00,2024-02-21 10:13:00,0.534,"REG",0.417,"REG",0.103,"REG",0.687,"REG",1.741,"REG",0.563,"REG",0.124,"REG",0.104,"REG",0.268,"REG",0.105,"REG",0.18,"REG",0.092,"REG",0.13,"REG",0.013,"REG",0.226,"REG",0.03,"LOD",0.045,"REG",0.026,"LOD",0.059,"REG",0.058,"REG",0.02,"LOD",0.014,"LOD",0.058,"LOD",0.026,"LOD","stationary","39.92296389"," -75.186874"
"323","25th & Point Breeze",6,2024-02-14 09:43:00,2024-02-21 10:00:00,0.492,"REG",0.582,"REG",0.108,"REG",0.831,"REG",2.013,"REG",0.691,"REG",0.14,"REG",0.108,"REG",0.268,"REG",0.138,"REG",0.18,"REG",0.092,"REG",0.068,"REG",0.001,"ND",0.113,"REG",0.024,"LOD",0.045,"REG",0.026,"LOD",0.05,"REG",0.05,"REG",0.017,"LOD",0.014,"LOD",0.059,"LOD",0.021,"LOD","stationary","39.92771763"," -75.1873965"
"324","28th & Point Breeze",5,2024-02-14 09:49:00,2024-02-21 09:54:00,0.493,"REG",0.452,"REG",0.098,"REG",0.77,"REG",1.813,"REG",0.635,"REG",0.135,"REG",0.104,"REG",0.275,"REG",0.112,"REG",0.212,"REG",0.104,"REG",0.2,"REG",0.013,"REG",0.454,"REG",0.024,"LOD",0.052,"REG",0.022,"LOD",0.083,"REG",0.066,"REG",0.021,"LOD",0.025,"REG",0.092,"REG",0.031,"LOD","stationary","39.92624784"," -75.1923165"
"325","28th & Passyunk",4,2024-02-21 09:45:00,2024-02-28 10:08:00,0.616,"REG",0.502,"REG",0.152,"REG",1.477,"REG",2.747,"REG",1.249,"REG",0.228,"REG",0.066,"REG",0.631,"REG",0.369,"REG",0.416,"REG",0.418,"REG",0.13,"REG",0.018,"REG",0.151,"REG",0.072,"REG",0.108,"REG",0.06,"REG",0.204,"REG",0.19,"REG",0.044,"REG",0.009,"LOD",0.283,"REG",0.176,"REG","stationary","39.92061091"," -75.1955879"
"326","28th & Point Breeze",5,2024-02-21 09:53:00,2024-02-28 10:15:00,0.418,"REG",0.464,"REG",0.108,"REG",0.883,"REG",1.873,"REG",0.733,"REG",0.15,"REG",0.061,"REG",0.492,"REG",0.198,"REG",0.295,"REG",0.162,"REG",0.051,"REG",0.013,"REG",0.043,"REG",0.036,"LOD",0.059,"REG",0.026,"LOD",0.064,"REG",0.082,"REG",0.024,"LOD",0.009,"LOD",0.078,"LOD",0.037,"LOD","stationary","39.92624784"," -75.1923165"
"327","25th & Point Breeze",6,2024-02-21 10:00:00,2024-02-28 10:21:00,0.393,"REG",0.452,"REG",0.088,"REG",0.728,"REG",1.661,"REG",0.599,"REG",0.129,"REG",0.066,"REG",0.235,"REG",0.125,"REG",0.167,"REG",0.092,"REG",0.101,"REG",0.018,"REG",0.208,"REG",0.024,"LOD",0.049,"REG",0.022,"LOD",0.059,"REG",0.058,"REG",0.02,"LOD",0.02,"REG",0.059,"LOD",0.015,"LOD","stationary","39.92771763"," -75.1873965"
"328","Morris & Point Breeze",7,2024-02-21 10:10:00,2024-02-28 10:25:00,0.418,"REG",0.439,"REG",0.093,"REG",0.748,"REG",1.698,"REG",0.613,"REG",0.135,"REG",0.071,"REG",0.209,"REG",0.092,"REG",0.161,"REG",0.081,"REG",0.097,"REG",0.013,"REG",0.213,"REG",0.03,"LOD",0.056,"REG",0.026,"LOD",0.088,"REG",0.066,"REG",0.024,"LOD",0.042,"REG",0.105,"REG",0.042,"LOD","stationary","39.93094655"," -75.1829941"
"329","24th & Ritner",8,2024-02-21 10:15:00,2024-02-28 10:33:00,0.48,"REG",0.498,"REG",0.108,"REG",0.902,"REG",1.988,"REG",0.741,"REG",0.161,"REG",0.066,"REG",0.275,"REG",0.125,"REG",0.18,"REG",0.104,"REG",0.101,"REG",0.022,"REG",0.151,"REG",0.03,"LOD",0.059,"REG",0.026,"LOD",0.054,"REG",0.074,"REG",0.024,"LOD",0.009,"LOD",0.052,"LOD",0.021,"LOD","stationary","39.92296389"," -75.186874"
"330","26th & Hartranft",9,2024-02-21 10:27:00,2024-02-28 10:43:00,0.443,"REG",0.418,"REG",0.108,"REG",0.857,"REG",1.826,"REG",0.712,"REG",0.145,"REG",0.071,"REG",0.262,"REG",0.132,"REG",0.187,"REG",0.209,"REG",0.076,"REG",0.013,"REG",0.113,"REG",0.048,"LOD",0.07,"REG",0.037,"REG",0.151,"REG",0.091,"REG",0.031,"LOD",0.003,"LOD",0.25,"REG",0.171,"REG","stationary","39.91327125"," -75.1922011"
"331","Bus Depot on Snyder",11,2024-02-14 09:53:00,2024-02-21 10:03:00,0.437,"REG",0.401,"REG",0.083,"REG",0.643,"REG",1.564,"REG",0.529,"REG",0.114,"REG",0.09,"REG",0.222,"REG",0.092,"REG",0.142,"REG",0.081,"REG",0.068,"REG",0.013,"REG",0.109,"REG",0.024,"LOD",0.042,"LOD",0.019,"LOD",0.05,"REG",0.058,"REG",0.017,"LOD",0.014,"LOD",0.059,"LOD",0.021,"LOD","rotating","39.92759256"," -75.1950607"
"332","Morris & Point Breeze",7,2024-02-14 10:02:00,2024-02-21 10:10:00,0.499,"REG",0.435,"REG",0.088,"REG",0.69,"REG",1.712,"REG",0.571,"REG",0.119,"REG",0.094,"REG",0.242,"REG",0.092,"REG",0.142,"REG",0.081,"REG",0.056,"REG",0.013,"REG",0.066,"REG",0.024,"LOD",0.045,"REG",0.022,"LOD",0.05,"REG",0.058,"REG",0.017,"LOD",0.02,"REG",0.059,"LOD",0.021,"LOD","stationary","39.93094655"," -75.1829941"
"333","Siena Place",10,2024-02-14 10:17:00,2024-02-21 10:23:00,0.474,"REG",0.397,"REG",0.083,"REG",0.563,"REG",1.517,"REG",0.465,"REG",0.098,"REG",0.085,"REG",0.222,"REG",0.099,"REG",0.136,"REG",0.116,"REG",0.047,"REG",0.013,"REG",0.048,"REG",0.03,"LOD",0.038,"LOD",0.019,"LOD",0.045,"LOD",0.058,"REG",0.017,"LOD",0.003,"LOD",0.072,"LOD",0.031,"LOD","rotating","39.91118246"," -75.1885003"
"334","26th & Hartranft",9,2024-02-14 10:22:00,2024-02-21 10:27:00,0.53,"REG",0.393,"REG",0.113,"REG",0.733,"REG",1.769,"REG",0.614,"REG",0.119,"REG",0.09,"REG",0.341,"REG",0.191,"REG",0.238,"REG",0.291,"REG",0.093,"REG",0.013,"REG",0.104,"REG",0.06,"REG",0.056,"REG",0.034,"REG",0.127,"REG",0.099,"REG",0.027,"LOD",0.006,"ND",0.224,"REG",0.128,"REG","stationary","39.91327125"," -75.1922011"
"335","Essington & Mingo",2,2024-02-14 09:22:00,2024-02-21 09:32:00,0.48,"REG",0.448,"REG",0.088,"REG",0.702,"REG",1.718,"REG",0.578,"REG",0.124,"REG",0.09,"REG",0.255,"REG",0.105,"REG",0.161,"REG",0.069,"LOD",0.089,"REG",0.026,"REG",0.184,"REG",0.018,"LOD",0.042,"LOD",0.019,"LOD",0.05,"REG",0.05,"REG",0.009,"ND",0.031,"REG",0.059,"LOD",0.058,"REG","stationary","39.90131732"," -75.2250262"
"336","Bartram’s Garden",1,2024-02-21 09:18:00,2024-02-28 09:45:00,0.399,"REG",0.519,"REG",0.108,"REG",0.855,"REG",1.881,"REG",0.705,"REG",0.15,"REG",0.066,"REG",0.288,"REG",0.125,"REG",0.193,"REG",0.104,"REG",0.084,"REG",0.018,"REG",0.137,"REG",0.03,"LOD",0.056,"REG",0.026,"LOD",0.064,"REG",0.066,"REG",0.024,"LOD",0.009,"LOD",0.072,"LOD",0.026,"LOD","stationary","39.92896"," -75.212541"
"337","61st & Passyunk",3,2024-02-21 09:38:00,2024-02-28 10:03:00,0.572,"REG",0.814,"REG",0.177,"REG",1.507,"REG",3.07,"REG",1.242,"REG",0.265,"REG",0.066,"REG",0.42,"REG",0.198,"REG",0.269,"REG",0.197,"REG",0.08,"REG",0.018,"REG",0.062,"REG",0.054,"LOD",0.104,"REG",0.045,"REG",0.074,"REG",0.124,"REG",0.038,"REG",0.009,"LOD",0.092,"REG",0.042,"LOD","stationary","39.91820446"," -75.2085474"
"338","Essington & Mingo",2,2024-02-21 09:32:00,2024-02-28 09:58:00,0.485,"REG",0.708,"REG",0.122,"REG",1.013,"REG",2.328,"REG",0.832,"REG",0.181,"REG",0.061,"REG",0.341,"REG",0.165,"REG",0.231,"REG",0.127,"REG",0.076,"REG",0.022,"REG",0.085,"REG",0.036,"LOD",0.066,"REG",0.034,"REG",0.064,"REG",0.082,"REG",0.027,"LOD",0.014,"LOD",0.085,"REG",0.031,"LOD","stationary","39.90131732"," -75.2250262"
"339","61st & Passyunk",3,2024-02-28 10:03:00,2024-03-06 10:41:00,0.797,"REG",0.864,"REG",0.182,"REG",1.526,"REG",3.369,"REG",1.261,"REG",0.265,"REG",0.118,"REG",0.545,"REG",0.275,"REG",0.348,"REG",0.207,"REG",0.184,"REG",0.018,"REG",0.269,"REG",0.054,"LOD",0.111,"REG",0.048,"REG",0.077,"REG",0.114,"REG",0.037,"REG",0.006,"REG",0.077,"LOD",0.04,"LOD","stationary","39.91820446"," -75.2085474"
"340","28th & Passyunk",4,2024-02-28 10:08:00,2024-03-06 10:46:00,0.396,"REG",0.359,"REG",0.103,"REG",0.884,"REG",1.742,"REG",0.738,"REG",0.146,"REG",0.108,"REG",0.36,"REG",0.216,"REG",0.214,"REG",0.242,"REG",0.06,"REG",0.013,"REG",0.038,"REG",0.042,"LOD",0.072,"REG",0.037,"REG",0.092,"REG",0.114,"REG",0.031,"LOD",0.006,"ND",0.117,"REG",0.077,"REG","stationary","39.92061091"," -75.1955879"
"341","28th & Point Breeze",5,2024-02-28 10:15:00,2024-03-06 10:53:00,0.365,"REG",0.49,"REG",0.088,"REG",0.729,"REG",1.672,"REG",0.604,"REG",0.125,"REG",0.113,"REG",0.242,"REG",0.124,"REG",0.163,"REG",0.102,"REG",0.081,"REG",0.018,"REG",0.109,"REG",0.024,"LOD",0.052,"REG",0.022,"LOD",0.048,"LOD",0.057,"REG",0.017,"LOD",0.006,"REG",0.057,"LOD",0.034,"LOD","stationary","39.92624784"," -75.1923165"
"342","25th & Point Breeze",6,2024-02-28 10:21:00,2024-03-06 11:01:00,0.328,"REG",0.481,"REG",0.083,"REG",0.697,"REG",1.589,"REG",0.583,"REG",0.114,"REG",0.113,"REG",0.196,"REG",0.13,"REG",0.156,"REG",0.079,"REG",0.06,"REG",0.013,"REG",0.08,"REG",0.024,"LOD",0.045,"REG",0.018,"LOD",0.039,"LOD",0.049,"REG",0.017,"LOD",0.001,"LOD",0.038,"LOD",0.013,"LOD","stationary","39.92771763"," -75.1873965"
"343","Morris & Point Breeze",7,2024-02-28 10:25:00,2024-03-06 11:07:00,0.365,"REG",0.409,"REG",0.083,"REG",0.689,"REG",1.546,"REG",0.569,"REG",0.12,"REG",0.113,"REG",0.196,"REG",0.104,"REG",0.124,"REG",0.079,"REG",0.031,"REG",0.013,"REG",0.019,"REG",0.024,"LOD",0.052,"REG",0.022,"LOD",0.048,"LOD",0.057,"REG",0.02,"LOD",0.001,"LOD",0.057,"LOD",0.029,"LOD","stationary","39.93094655"," -75.1829941"
"344","24th & Ritner",8,2024-02-28 10:33:00,2024-03-06 11:15:00,0.414,"REG",0.384,"REG",0.088,"REG",0.689,"REG",1.575,"REG",0.569,"REG",0.12,"REG",0.108,"REG",0.248,"REG",0.13,"REG",0.156,"REG",0.114,"REG",0.06,"REG",0.013,"REG",0.071,"REG",0.024,"LOD",0.052,"REG",0.022,"LOD",0.043,"LOD",0.057,"REG",0.02,"LOD",0.006,"ND",0.044,"LOD",0.023,"LOD","stationary","39.92296389"," -75.186874"
"345","26th & Hartranft",9,2024-02-28 10:43:00,2024-03-06 11:23:00,0.346,"REG",0.334,"REG",0.073,"REG",0.6,"REG",1.353,"REG",0.491,"REG",0.109,"REG",0.118,"REG",0.229,"REG",0.124,"REG",0.143,"REG",0.114,"REG",0.064,"REG",0.013,"REG",0.071,"REG",0.03,"LOD",0.055,"REG",0.026,"LOD",0.082,"REG",0.065,"REG",0.024,"LOD",0.006,"ND",0.123,"REG",0.104,"REG","stationary","39.91327125"," -75.1922011"
"346","Bartram’s Garden",1,2024-03-06 10:21:00,2024-03-13 09:03:00,0.351,"REG",0.461,"REG",0.089,"REG",0.711,"REG",1.612,"REG",0.59,"REG",0.121,"REG",0.11,"REG",0.285,"REG",0.132,"REG",0.126,"REG",0.08,"REG",0.019,"REG",0.022,"REG",0.01,"ND",0.03,"LOD",0.049,"REG",0.018,"LOD",0.034,"LOD",0.049,"REG",0.021,"LOD",0.012,"REG",0.025,"LOD",0.008,"LOD","stationary","39.92896"," -75.212541"
"347","Essington & Mingo",2,2024-03-06 10:33:00,2024-03-13 09:16:00,0.425,"REG",0.806,"REG",0.134,"REG",1.157,"REG",2.522,"REG",0.968,"REG",0.189,"REG",0.114,"REG",0.505,"REG",0.245,"REG",0.242,"REG",0.151,"REG",0.044,"REG",0.027,"REG",0.01,"ND",0.03,"LOD",0.063,"REG",0.022,"LOD",0.034,"LOD",0.066,"REG",0.024,"LOD",0.006,"ND",0.025,"LOD",0.018,"LOD","stationary","39.90131732"," -75.2250262"
"348","61st & Passyunk",3,2024-03-06 10:41:00,2024-03-13 09:22:00,0.632,"REG",1.21,"ULOD",0.319,"REG",2.663,"REG",4.824,"REG",2.197,"REG",0.466,"REG",0.119,"REG",1.075,"REG",0.519,"REG",0.506,"REG",0.403,"REG",0.13,"REG",0.02,"REG",0.074,"REG",0.094,"REG",0.2,"REG",0.083,"REG",0.078,"REG",0.199,"REG",0.067,"REG",0.006,"ND",0.068,"REG",0.032,"REG","stationary","39.91820446"," -75.2085474"
"349","28th & Passyunk",4,2024-03-06 10:46:00,2024-03-13 09:25:00,0.694,"REG",1.006,"REG",0.234,"REG",2.204,"REG",4.138,"REG",1.862,"REG",0.342,"REG",0.114,"REG",1.451,"REG",0.619,"REG",0.513,"REG",0.504,"REG",0.14,"REG",0.022,"REG",0.124,"REG",0.091,"REG",0.151,"REG",0.052,"REG",0.122,"REG",0.208,"REG",0.055,"REG",0.006,"ND",0.138,"REG",0.099,"REG","stationary","39.92061091"," -75.1955879"
"350","Bartram’s Garden",1,2024-02-28 09:45:00,2024-03-06 10:21:00,0.133,"REG",0.134,"REG",0.036,"REG",0.282,"REG",0.585,"REG",0.23,"REG",0.052,"REG",0.056,"REG",0.103,"REG",0.055,"REG",0.054,"REG",0.038,"REG",0,"REG",0.007,"REG",0.01,"ND",0.012,"LOD",0.02,"LOD",0.009,"LOD",0.01,"LOD",0.024,"REG",0.009,"LOD",0.006,"ND",0.005,"LOD",0.002,"LOD","stationary","39.92896"," -75.212541"
"351","Essington & Mingo",2,2024-02-28 09:58:00,2024-03-06 10:33:00,0.257,"REG",0.79,"REG",0.167,"REG",1.512,"REG",2.726,"REG",1.247,"REG",0.265,"REG",0.061,"REG",0.726,"REG",0.318,"REG",0.344,"REG",0.207,"REG",0.077,"REG",0.009,"REG",0.01,"REG",0.039,"REG",0.09,"REG",0.031,"REG",0.017,"LOD",0.086,"REG",0.029,"REG",0.006,"ND",0.014,"LOD",0.01,"LOD","stationary","39.90131732"," -75.2250262"
"352","28th & Point Breeze",5,2024-03-06 10:53:00,2024-03-13 09:38:00,0.544,"REG",0.742,"REG",0.129,"REG",1.09,"REG",2.505,"REG",0.911,"REG",0.179,"REG",0.124,"REG",0.638,"REG",0.259,"REG",0.235,"REG",0.162,"REG",0.052,"REG",0.08,"REG",0.02,"REG",0.036,"LOD",0.07,"REG",0.026,"LOD",0.049,"LOD",0.074,"REG",0.024,"LOD",0.006,"ND",0.051,"LOD",0.024,"LOD","stationary","39.92624784"," -75.1923165"
"353","25th & Point Breeze",6,2024-03-06 11:01:00,2024-03-13 09:34:00,0.476,"REG",0.875,"REG",0.144,"REG",1.262,"REG",2.757,"REG",1.062,"REG",0.2,"REG",0.133,"REG",0.605,"REG",0.292,"REG",0.268,"REG",0.162,"REG",0.057,"REG",0.067,"REG",0.043,"REG",0.03,"LOD",0.063,"REG",0.026,"LOD",0.044,"LOD",0.074,"REG",0.024,"LOD",0.001,"LOD",0.045,"LOD",0.018,"LOD","stationary","39.92771763"," -75.1873965"
"354","Morris & Point Breeze",7,2024-03-06 11:07:00,2024-03-13 09:45:00,0.544,"REG",0.708,"REG",0.119,"REG",1.022,"REG",2.393,"REG",0.854,"REG",0.168,"REG",0.143,"REG",0.505,"REG",0.199,"REG",0.203,"REG",0.139,"REG",0.057,"REG",0.018,"REG",0.053,"REG",0.036,"LOD",0.07,"REG",0.026,"LOD",0.068,"REG",0.074,"REG",0.024,"LOD",0.017,"REG",0.078,"LOD",0.04,"LOD","stationary","39.93094655"," -75.1829941"
"355","24th & Ritner",8,2024-03-06 11:15:00,2024-03-13 09:30:00,0.533,"REG",0.735,"REG",0.134,"REG",1.142,"REG",2.544,"REG",0.957,"REG",0.185,"REG",0.129,"REG",0.673,"REG",0.273,"REG",0.255,"REG",0.198,"REG",0.065,"REG",0.013,"REG",0.034,"REG",0.036,"LOD",0.074,"REG",0.03,"REG",0.054,"REG",0.083,"REG",0.028,"LOD",0.006,"ND",0.051,"LOD",0.029,"LOD","stationary","39.92296389"," -75.186874"
"356","26th & Hartranft",9,2024-03-06 11:23:00,2024-03-13 09:56:00,0.488,"REG",0.653,"REG",0.129,"REG",1.065,"REG",2.335,"REG",0.891,"REG",0.174,"REG",0.119,"REG",0.705,"REG",0.319,"REG",0.274,"REG",0.28,"REG",0.073,"REG",0.013,"REG",0.048,"REG",0.055,"LOD",0.08,"REG",0.037,"REG",0.103,"REG",0.099,"REG",0.031,"LOD",0.006,"ND",0.145,"REG",0.116,"REG","stationary","39.91327125"," -75.1922011"
"357","26th & Hartranft",9,2024-03-13 09:56:00,2024-03-20 15:26:00,0.367,"REG",0.558,"REG",0.153,"REG",1.237,"REG",2.315,"REG",1.04,"REG",0.197,"REG",0.229,"REG",0.485,"REG",0.313,"REG",0.325,"REG",0.427,"REG",0.106,"REG",0.013,"REG",0.101,"REG",0.076,"REG",0.101,"REG",0.047,"REG",0.155,"REG",0.135,"REG",0.043,"REG",0.006,"ND",0.229,"REG",0.158,"REG","stationary","39.91327125"," -75.1922011"
"358","Bartram’s Garden",1,2024-03-13 09:03:00,2024-03-20 13:59:00,0.296,"REG",0.563,"REG",0.11,"REG",0.872,"REG",1.841,"REG",0.72,"REG",0.152,"REG",0.216,"REG",0.242,"REG",0.14,"REG",0.152,"REG",0.111,"REG",0.067,"REG",0.017,"REG",0.101,"REG",0.041,"LOD",0.074,"REG",0.036,"REG",0.071,"REG",0.08,"REG",0.03,"LOD",0.011,"REG",0.069,"LOD",0.023,"LOD","stationary","39.92896"," -75.212541"
"359","Essington & Mingo",2,2024-03-13 09:16:00,2024-03-20 14:15:00,0.338,"REG",0.617,"REG",0.1,"REG",0.876,"REG",1.931,"REG",0.734,"REG",0.142,"REG",0.266,"REG",0.21,"REG",0.108,"REG",0.152,"REG",0.077,"REG",0.083,"REG",0.017,"REG",0.147,"REG",0.023,"LOD",0.047,"REG",0.018,"REG",0.047,"REG",0.047,"REG",0.017,"LOD",0.001,"LOD",0.056,"REG",0.023,"LOD","stationary","39.90131732"," -75.2250262"
"360","61st & Passyunk",3,2024-03-13 09:22:00,2024-03-20 14:23:00,0.488,"REG",1.252,"REG",0.283,"REG",2.436,"REG",4.459,"REG",2.02,"REG",0.416,"REG",0.211,"REG",0.679,"REG",0.39,"REG",0.407,"REG",0.315,"REG",0.127,"REG",0.021,"REG",0.101,"REG",0.088,"REG",0.179,"REG",0.08,"REG",0.094,"REG",0.184,"REG",0.063,"REG",0.006,"ND",0.088,"REG",0.033,"LOD","stationary","39.91820446"," -75.2085474"
"361","28th & Passyunk",4,2024-03-13 09:25:00,2024-03-20 14:30:00,0.753,"REG",1.276,"REG",0.524,"REG",4.605,"REG",7.158,"REG",3.931,"REG",0.674,"REG",0.275,"REG",2.117,"REG",1.154,"REG",1.028,"REG",1.097,"REG",0.343,"REG",0.013,"REG",0.326,"REG",0.198,"REG",0.338,"REG",0.163,"REG",0.225,"REG",0.481,"REG",0.12,"REG",0.001,"LOD",0.261,"REG",0.122,"REG","stationary","39.92061091"," -75.1955879"
"362","24th & Ritner",8,2024-03-13 09:30:00,2024-03-20 15:08:00,0.505,"REG",0.737,"REG",0.225,"REG",1.891,"REG",3.358,"REG",1.608,"REG",0.283,"REG",0.233,"REG",0.734,"REG",0.427,"REG",0.393,"REG",0.37,"REG",0.122,"REG",0.013,"REG",0.119,"REG",0.081,"REG",0.134,"REG",0.065,"REG",0.117,"REG",0.183,"REG",0.05,"REG",0.001,"LOD",0.132,"REG",0.049,"LOD","stationary","39.92296389"," -75.186874"
"363","25th & Point Breeze",6,2024-03-13 09:34:00,2024-03-20 14:55:00,0.403,"REG",0.804,"REG",0.177,"REG",1.514,"REG",2.898,"REG",1.281,"REG",0.233,"REG",0.206,"REG",0.504,"REG",0.39,"REG",0.307,"REG",0.258,"REG",0.083,"REG",0.03,"REG",0.087,"REG",0.058,"REG",0.097,"REG",0.043,"REG",0.089,"REG",0.119,"REG",0.036,"REG",0.006,"REG",0.094,"REG",0.033,"LOD","stationary","39.92771763"," -75.1873965"
"364","28th & Point Breeze",5,2024-03-13 09:38:00,2024-03-20 14:59:00,0.451,"REG",0.705,"REG",0.187,"REG",1.624,"REG",2.967,"REG",1.371,"REG",0.253,"REG",0.211,"REG",0.588,"REG",0.351,"REG",0.332,"REG",0.36,"REG",0.127,"REG",0.017,"REG",0.161,"REG",0.07,"REG",0.118,"REG",0.054,"REG",0.089,"REG",0.151,"REG",0.043,"REG",0.011,"REG",0.094,"REG",0.044,"LOD","stationary","39.92624784"," -75.1923165"
